face_tommy_frame25519.jpg:disgust
face_tommy_frame26994.jpg:anger
face_tommy_frame27019.jpg:surprise
face_tommy_frame26675.jpg:anger
face_tommy_frame28117.jpg:disgust
face_tommy_frame27001.jpg:anger
face_tommy_frame26921.jpg:fear
face_tommy_frame27009.jpg:surprise
face_tommy_frame25643.jpg:anger
face_tommy_frame25627.jpg:anger
face_tommy_frame25319.jpg:fear
face_tommy_frame25630.jpg:fear
face_tommy_frame26212.jpg:fear
face_tommy_frame25308.jpg:anger
face_tommy_frame25607.jpg:disgust
face_tommy_frame26300.jpg:fear
face_tommy_frame26254.jpg:fear
face_tommy_frame28156.jpg:anger
face_tommy_frame25578.jpg:disgust
face_tommy_frame26884.jpg:fear
face_tommy_frame25482.jpg:anger
face_tommy_frame27016.jpg:fear
face_tommy_frame26862.jpg:fear
face_tommy_frame25555.jpg:fear
face_tommy_frame28162.jpg:fear
face_tommy_frame25508.jpg:anger
face_tommy_frame26319.jpg:fear
face_tommy_frame25634.jpg:fear
face_tommy_frame26914.jpg:fear
face_tommy_frame26980.jpg:fear
face_tommy_frame25312.jpg:anger
face_tommy_frame26316.jpg:fear
face_tommy_frame26266.jpg:fear
face_tommy_frame26209.jpg:fear
face_tommy_frame25559.jpg:fear
face_tommy_frame26867.jpg:fear
face_tommy_frame26991.jpg:fear
face_tommy_frame25562.jpg:anger
face_tommy_frame26933.jpg:fear
face_tommy_frame25503.jpg:anger
face_tommy_frame26302.jpg:fear
face_tommy_frame25554.jpg:anger
face_tommy_frame26328.jpg:fear
face_tommy_frame26918.jpg:fear
face_tommy_frame25539.jpg:anger
face_tommy_frame25486.jpg:surprise
face_tommy_frame26972.jpg:fear
face_tommy_frame26973.jpg:fear
face_tommy_frame26590.jpg:surprise
face_tommy_frame26244.jpg:fear
face_tommy_frame28154.jpg:disgust
face_tommy_frame25548.jpg:anger
face_tommy_frame26916.jpg:fear
face_tommy_frame26208.jpg:fear
face_tommy_frame26978.jpg:fear
face_tommy_frame26952.jpg:fear
face_tommy_frame25215.jpg:fear
face_tommy_frame28158.jpg:fear
face_tommy_frame25417.jpg:anger
face_tommy_frame26259.jpg:fear
face_tommy_frame26584.jpg:anger
face_tommy_frame26975.jpg:fear
face_tommy_frame27011.jpg:fear
face_tommy_frame25316.jpg:fear
face_tommy_frame28163.jpg:fear
face_tommy_frame26180.jpg:fear
face_tommy_frame25463.jpg:fear
face_tommy_frame25638.jpg:anger
face_tommy_frame25635.jpg:fear
face_tommy_frame27004.jpg:fear
face_tommy_frame25210.jpg:fear
face_tommy_frame25479.jpg:anger
face_tommy_frame25507.jpg:fear
face_tommy_frame25646.jpg:anger
face_tommy_frame26911.jpg:fear
face_tommy_frame26883.jpg:fear
face_tommy_frame26360.jpg:fear
face_tommy_frame25551.jpg:anger
face_tommy_frame25640.jpg:anger
face_tommy_frame25415.jpg:fear
face_tommy_frame26591.jpg:anger
face_tommy_frame25541.jpg:anger
face_tommy_frame25528.jpg:anger
face_tommy_frame26318.jpg:surprise
face_tommy_frame25605.jpg:anger
face_tommy_frame25563.jpg:anger
face_tommy_frame25053.jpg:anger
face_tommy_frame26213.jpg:fear
face_tommy_frame26290.jpg:fear
face_tommy_frame25556.jpg:disgust
face_tommy_frame26242.jpg:fear
face_tommy_frame26720.jpg:fear
face_tommy_frame27013.jpg:fear
face_tommy_frame26256.jpg:fear
face_tommy_frame26912.jpg:fear
face_tommy_frame26321.jpg:fear
face_tommy_frame28157.jpg:anger
face_tommy_frame28159.jpg:anger
face_tommy_frame26938.jpg:anger
face_tommy_frame26249.jpg:fear
face_tommy_frame26998.jpg:fear
face_tommy_frame26917.jpg:fear
face_tommy_frame25712.jpg:anger
face_tommy_frame26297.jpg:happy
face_tommy_frame25318.jpg:fear
face_tommy_frame26261.jpg:fear
face_tommy_frame26885.jpg:fear
face_tommy_frame26718.jpg:fear
face_tommy_frame26264.jpg:fear
face_tommy_frame26868.jpg:fear
face_tommy_frame26878.jpg:fear
face_tommy_frame25571.jpg:anger
face_tommy_frame26992.jpg:fear
face_tommy_frame25542.jpg:disgust
face_tommy_frame26243.jpg:fear
face_tommy_frame26596.jpg:surprise
face_tommy_frame26587.jpg:fear
face_tommy_frame26999.jpg:anger
face_tommy_frame25537.jpg:fear
face_tommy_frame28171.jpg:anger
face_tommy_frame26859.jpg:fear
face_tommy_frame26993.jpg:fear
face_tommy_frame26987.jpg:surprise
face_tommy_frame25324.jpg:fear
face_tommy_frame26977.jpg:fear
face_tommy_frame26974.jpg:surprise
face_tommy_frame26293.jpg:fear
face_tommy_frame26320.jpg:happy
face_tommy_frame26296.jpg:fear
face_tommy_frame28164.jpg:anger
face_tommy_frame25561.jpg:fear
face_tommy_frame29093.jpg:surprise
face_tommy_frame26923.jpg:fear
face_tommy_frame28169.jpg:anger
face_tommy_frame27022.jpg:fear
face_tommy_frame26250.jpg:fear
face_tommy_frame25583.jpg:fear
face_tommy_frame25545.jpg:anger
face_tommy_frame25523.jpg:fear
face_tommy_frame25536.jpg:disgust
face_tommy_frame26303.jpg:fear
face_tommy_frame25633.jpg:anger
face_tommy_frame25544.jpg:disgust
face_tommy_frame27002.jpg:anger
face_tommy_frame26597.jpg:fear
face_tommy_frame26326.jpg:fear
face_tommy_frame26210.jpg:fear
face_tommy_frame25547.jpg:anger
face_tommy_frame25585.jpg:fear
face_tommy_frame26258.jpg:fear
face_tommy_frame25579.jpg:disgust
face_tommy_frame26752.jpg:fear
face_tommy_frame26253.jpg:fear
face_tommy_frame26207.jpg:fear
face_tommy_frame26298.jpg:fear
face_tommy_frame26323.jpg:surprise
face_tommy_frame26788.jpg:fear
face_tommy_frame26858.jpg:anger
face_tommy_frame25577.jpg:disgust
face_tommy_frame26996.jpg:anger
face_tommy_frame26292.jpg:fear
face_tommy_frame29089.jpg:fear
face_tommy_frame25462.jpg:fear
face_tommy_frame25572.jpg:anger
face_tommy_frame25594.jpg:fear
face_tommy_frame25543.jpg:disgust
face_tommy_frame25521.jpg:anger
face_tommy_frame26910.jpg:fear
face_tommy_frame26908.jpg:anger
face_tommy_frame26286.jpg:fear
face_tommy_frame26892.jpg:fear
face_tommy_frame26324.jpg:fear
face_tommy_frame25581.jpg:fear
face_tommy_frame25502.jpg:fear
face_tommy_frame28165.jpg:anger
face_tommy_frame26288.jpg:fear
face_tommy_frame25529.jpg:anger
face_tommy_frame25642.jpg:anger
face_tommy_frame26988.jpg:fear
face_tommy_frame25467.jpg:fear
face_tommy_frame25647.jpg:anger
face_tommy_frame25564.jpg:anger
face_tommy_frame27007.jpg:fear
face_tommy_frame25526.jpg:anger
face_tommy_frame25641.jpg:anger
face_tommy_frame25565.jpg:fear
face_tommy_frame26995.jpg:anger
face_tommy_frame26676.jpg:anger
face_tommy_frame25460.jpg:anger
face_tommy_frame25573.jpg:disgust
face_tommy_frame27020.jpg:fear
face_tommy_frame27015.jpg:surprise
face_tommy_frame25048.jpg:anger
face_tommy_frame26934.jpg:fear
face_tommy_frame26879.jpg:fear
face_tommy_frame26299.jpg:fear
face_tommy_frame26955.jpg:fear
face_tommy_frame28168.jpg:anger
face_tommy_frame26887.jpg:fear
face_tommy_frame25278.jpg:anger
face_tommy_frame26963.jpg:fear
face_tommy_frame26327.jpg:surprise
face_tommy_frame25644.jpg:fear
face_tommy_frame27012.jpg:fear
face_tommy_frame25553.jpg:fear
face_tommy_frame25315.jpg:anger
face_tommy_frame25254.jpg:fear
face_tommy_frame25586.jpg:surprise
face_tommy_frame29094.jpg:disgust
face_tommy_frame26251.jpg:fear
face_tommy_frame27000.jpg:fear
face_tommy_frame26291.jpg:fear
face_tommy_frame26594.jpg:fear
face_tommy_frame26373.jpg:anger
face_tommy_frame26906.jpg:anger
face_tommy_frame27010.jpg:surprise
face_tommy_frame26983.jpg:fear
face_tommy_frame25590.jpg:disgust
face_tommy_frame26900.jpg:fear
face_tommy_frame27017.jpg:fear
face_tommy_frame25504.jpg:anger
face_tommy_frame26260.jpg:fear
face_tommy_frame25483.jpg:anger
face_tommy_frame25567.jpg:anger
face_tommy_frame26265.jpg:fear
face_tommy_frame25552.jpg:fear
face_tommy_frame26301.jpg:fear
face_tommy_frame26325.jpg:anger
face_tommy_frame25649.jpg:anger
face_tommy_frame26876.jpg:anger
face_tommy_frame25520.jpg:anger
face_tommy_frame26896.jpg:fear
face_tommy_frame28153.jpg:fear
face_tommy_frame26928.jpg:fear
face_tommy_frame27014.jpg:fear
face_tommy_frame28152.jpg:fear
face_tommy_frame25632.jpg:disgust
face_tommy_frame26246.jpg:fear
face_tommy_frame28166.jpg:anger
face_tommy_frame26915.jpg:fear
face_tommy_frame25580.jpg:fear
face_tommy_frame25566.jpg:anger
face_tommy_frame25506.jpg:anger
face_tommy_frame25314.jpg:anger
face_tommy_frame25321.jpg:fear
face_tommy_frame28147.jpg:anger
face_tommy_frame26895.jpg:fear
face_tommy_frame29091.jpg:fear
face_tommy_frame25524.jpg:anger
face_tommy_frame26215.jpg:fear
